OverallQual,TotalBsmtSF,GarageArea,2ndFlrSF
5,732,149.78379344643216,1104.0
6,1040,185.69613549229396,0.0
9,2153,249.16244340994746,574.0
5,676,90.1498504673132,455.0
5,960,158.93158533722357,1000.0
5,1144,137.82996217667554,0.0
6,1056,214.02924554988317,0.0
4,693,0.0,0.0
6,1479,214.02924554988317,0.0
8,1594,185.06957967296364,0.0
5,864,143.17090463175174,0.0
8,1566,265.43559956673994,0.0
6,723,189.75705223956993,660.0
4,780,202.74443636219237,0.0
5,939,82.69054677656092,574.0
6,884,209.166497946616,408.0
5,955,154.37320088204737,0.0
3,1007,93.82672419837299,0.0
5,1056,212.81595495318655,0.0
7,756,225.77817065107863,797.0
7,1614,298.1651684987251,0.0
8,2042,438.7900985643609,0.0
5,1073,134.46779170139368,0.0
5,672,104.66894382493047,213.0
6,1205,206.11409876704636,0.0
4,528,0.0,0.0
5,1150,125.6338425801286,0.0
6,728,158.93158533722357,728.0
7,944,217.65971512952422,0.0
6,750,210.38459452515934,750.0
5,1165,150.76991737517915,0.0
6,839,158.2822372450688,729.0
9,1104,289.99285192465817,1054.0
7,1560,213.11942602479522,0.0
5,728,129.7281144578861,0.0
4,630,120.81826018539869,0.0
6,1143,191.9354495022378,0.0
7,1063,321.0027003384341,1101.0
4,560,153.71950179144716,550.0
8,1184,206.11409876704636,1426.0
7,1026,317.9613237825614,932.0
8,1468,307.4025973022711,0.0
5,0,202.74443636219237,432.0
5,768,104.66894382493047,432.0
7,1092,171.15780534669526,438.0
4,795,171.7956554807055,795.0
6,1064,104.66894382493047,0.0
5,864,228.4693863231737,0.0
7,1208,171.7956554807055,0.0
6,483,113.1604740566614,504.0
7,1210,229.66314620313415,1281.0
5,765,171.7956554807055,600.0
8,1128,273.77267065882165,1141.0
9,1249,291.123185101231,1347.0
4,907,143.17090463175174,0.0
6,855,171.7956554807055,0.0
5,1106,203.0512973532939,0.0
4,858,246.23112161098447,0.0
7,2223,195.656744145139,0.0
4,1005,242.70292012563587,0.0
7,712,161.8461939629008,809.0
5,1040,153.71950179144716,0.0
5,1268,178.46090233700318,0.0
7,874,214.63529919475067,887.0
6,1012,304.61019434907183,0.0
7,1385,171.47679834689663,0.0
6,1436,184.44253734949083,0.0
8,2109,290.84069646083,0.0
7,1573,204.27768062123081,0.0
9,2330,285.4613312571031,0.0
7,1057,234.72088791538064,977.0
6,1291,168.92101897518359,0.0
5,858,0.0,0.0
6,560,118.74104314640908,560.0
2,290,106.80612270606196,0.0
6,672,171.7956554807055,728.0
5,920,104.66894382493047,0.0
6,1127,234.72088791538064,0.0
6,547,198.43708809088474,0.0
5,0,0.0,0.0
6,844,172.11437711389465,689.0
8,965,152.4101891008839,1254.0
6,912,0.0,912.0
6,872,166.03513381968816,868.0
5,912,214.02924554988317,0.0
6,1461,221.27634575049723,0.0
6,976,96.01711658951064,448.0
6,1316,157.95733452442175,0.0
5,768,174.97683375150797,0.0
5,756,104.66894382493047,378.0
8,1623,298.1651684987251,0.0
7,660,158.93158533722357,660.0
5,1013,202.43746883524975,966.0
5,1120,198.43708809088474,0.0
5,992,267.1653898302329,0.0
4,546,0.0,546.0
7,718,252.0858697361908,978.0
5,845,214.02924554988317,0.0
6,894,241.52424036832443,1039.0
6,672,113.1604740566614,546.0
7,808,201.20852865967217,808.0
8,1220,207.94677227946178,870.0
5,1484,186.6350622295398,0.0
5,1656,192.5568063796144,0.0
6,818,93.82672419837299,406.0
6,992,155.67870408690527,1032.0
7,832,214.02924554988317,0.0
4,546,120.81826018539869,546.0
5,1268,108.93359106087124,0.0
7,799,206.11409876704636,834.0
8,1657,191.31363118466246,0.0
6,1478,193.177703977552,0.0
6,932,127.68472861821604,0.0
7,1277,198.74546229946523,0.0
7,1530,230.25949217268965,0.0
5,1024,185.69613549229396,0.0
5,840,199.3618819720111,0.0
7,1314,229.06644470232496,0.0
7,1391,299.0076267345578,571.0
7,788,155.02626702635254,702.0
6,848,165.3922700211472,0.0
5,672,104.66894382493047,0.0
7,1152,108.93359106087124,1152.0
5,660,82.69054677656092,704.0
7,725,185.69613549229396,754.0
7,1226,262.5468426617767,0.0
6,832,173.06973264040008,1111.0
6,1158,214.02924554988317,0.0
5,1154,184.44253734949083,0.0
7,880,199.05372684431,844.0
6,773,168.92101897518359,885.0
4,0,196.89356338907015,0.0
5,816,125.6338425801286,521.0
8,728,339.3879654783876,1479.0
6,483,113.1604740566614,504.0
5,644,0.0,547.0
7,585,192.24618548546556,0.0
7,744,171.7956554807055,0.0
8,1976,310.18918403116373,0.0
8,1563,267.7414147212788,0.0
7,572,121.50885039870528,539.0
7,776,115.26039411369646,651.0
3,0,175.6114748630679,0.0
9,1848,252.6696193054884,880.0
5,630,113.1604740566614,672.0
7,1332,217.05560696423063,192.0
4,0,245.05635160304007,468.0
5,1125,168.60092565444302,0.0
7,600,184.44253734949083,600.0
6,798,196.89356338907015,842.0
7,1223,198.43708809088474,904.0
6,972,104.66894382493047,0.0
8,1128,180.03941430492907,878.0
5,1144,220.07231935621704,0.0
5,1062,121.50885039870528,0.0
5,926,185.69613549229396,0.0
8,1086,218.8667798584768,838.0
5,1164,104.66894382493047,0.0
5,952,291.123185101231,0.0
8,684,0.0,1215.0
6,880,203.0512973532939,0.0
6,482,242.70292012563587,691.0
6,1004,184.44253734949083,0.0
4,747,127.34343983521673,456.0
5,915,189.13360159170472,0.0
5,1145,171.7956554807055,0.0
7,1453,173.3879158928339,0.0
8,1581,242.11374487852308,0.0
8,1588,286.87919506041084,0.0
6,588,113.1604740566614,0.0
5,1050,148.46664465743382,0.0
4,960,169.2409734365902,0.0
5,810,118.74104314640908,454.0
6,1489,178.77685985666471,0.0
7,1726,275.7762940006913,0.0
7,1362,185.69613549229396,720.0
7,1309,185.69613549229396,0.0
8,1284,354.31047752093133,1140.0
7,879,239.16290619689397,984.0
5,768,157.6322787476711,0.0
1,0,0.0,0.0
6,1136,153.71950179144716,0.0
6,1237,160.552308662322,0.0
5,912,121.50885039870528,0.0
5,864,113.1604740566614,936.0
5,720,104.66894382493047,720.0
5,658,0.0,526.0
7,925,128.36668202088254,925.0
5,1063,228.4693863231737,0.0
6,1422,214.02924554988317,0.0
5,1632,214.02924554988317,0.0
7,1630,175.29422010417184,0.0
3,1013,0.0,0.0
4,0,165.3922700211472,0.0
6,806,96.01711658951064,806.0
4,1122,214.02924554988317,653.0
6,1416,164.74883350763756,0.0
8,1482,299.0076267345578,1092.0
6,764,196.89356338907015,764.0
6,1248,196.89356338907015,0.0
6,958,171.7956554807055,0.0
6,833,149.12555179748287,795.0
4,1281,187.57290763305497,0.0
6,1158,158.93158533722357,0.0
6,735,97.47106373006777,0.0
5,892,121.50885039870528,0.0
5,788,104.66894382493047,0.0
5,1140,0.0,0.0
6,780,185.38291824630284,813.0
6,848,206.41980309004094,912.0
10,1017,283.18937573007247,981.0
5,691,96.01711658951064,0.0
8,768,243.88028746953512,0.0
6,994,134.1305230063321,639.0
7,994,172.43296361042684,776.0
7,884,203.9712434448704,884.0
10,1930,281.7672766569952,1796.0
6,1298,159.9044708595513,0.0
7,1501,185.69613549229396,0.0
5,630,0.0,0.0
6,1103,171.7956554807055,0.0
4,859,153.71950179144716,319.0
4,1196,171.7956554807055,0.0
7,1372,199.66992792814125,0.0
6,1099,124.26233091615465,0.0
7,1422,229.06644470232496,0.0
6,1580,191.00254830542852,874.0
4,1121,171.7956554807055,0.0
8,1143,294.5081636028849,1330.0
5,1057,214.02924554988317,0.0
5,1097,221.87779527540854,0.0
8,1152,242.40837358718707,1106.0
9,2002,264.280967355924,0.0
6,672,171.7956554807055,714.0
8,1082,347.2745820722149,871.0
8,1337,178.77685985666471,0.0
8,969,235.61082471326802,1288.0
8,1705,287.1625745085802,0.0
5,1024,185.69613549229396,0.0
7,1373,239.16290619689397,0.0
7,1902,211.29710611107134,0.0
7,1216,248.86966875401217,1216.0
5,1086,199.3618819720111,0.0
6,1054,178.1448165990542,0.0
8,1225,243.88028746953512,1336.0
5,876,121.50885039870528,0.0
7,845,185.69613549229396,0.0
6,689,125.29128667675323,703.0
5,1109,214.02924554988317,0.0
5,1208,104.66894382493047,768.0
6,862,93.09401110525293,208.0
6,611,191.31363118466246,611.0
7,975,168.2806930917,1286.0
4,649,108.22549674909865,668.0
8,1734,315.7452106293196,0.0
6,1194,129.7281144578861,0.0
5,876,256.74725926934474,540.0
5,1383,143.83529438807847,0.0
5,1001,299.84953999575816,1001.0
8,1496,182.5584672131665,0.0
5,984,239.16290619689397,620.0
5,680,191.9354495022378,0.0
6,741,183.18698355577283,755.0
7,1494,291.123185101231,0.0
6,960,82.69054677656092,0.0
7,1145,157.95733452442175,0.0
6,742,0.0,742.0
6,819,198.43708809088474,0.0
5,650,246.81802412510817,581.0
9,1122,237.9802327652495,1370.0
4,600,199.3618819720111,0.0
7,1108,216.1487205939319,989.0
10,3138,303.49158726788255,1538.0
6,698,228.4693863231737,390.0
4,720,0.0,0.0
8,1580,288.2954510062255,0.0
4,1440,0.0,0.0
6,738,203.0512973532939,0.0
7,1500,212.20871473401291,0.0
5,884,96.01711658951064,464.0
5,864,303.49158726788255,0.0
6,1394,195.037662425226,0.0
6,800,185.69613549229396,832.0
5,912,137.82996217667554,0.0
6,1370,297.8842275941941,1254.0
5,1140,142.1729947960998,0.0
5,440,171.7956554807055,548.0
8,853,171.7956554807055,1178.0
6,728,168.2806930917,728.0
4,864,239.16290619689397,0.0
6,970,152.4101891008839,739.0
8,810,199.3618819720111,855.0
7,1347,237.9802327652495,1274.0
7,798,219.77107680592695,0.0
3,978,165.3922700211472,685.0
4,1364,199.66992792814125,0.0
5,1728,191.9354495022378,0.0
6,1055,178.77685985666471,790.0
6,822,171.7956554807055,831.0
8,1489,272.9129443903831,0.0
6,864,125.6338425801286,0.0
5,1256,117.35161637351055,0.0
5,816,284.3258747438664,0.0
7,864,188.19754103762082,918.0
7,1104,289.1444375846993,1215.0
5,1065,178.46090233700318,0.0
6,1200,129.7281144578861,0.0
7,1187,230.8554839487428,0.0
8,1094,233.8301761059011,1349.0
7,1720,199.05372684431,0.0
5,672,0.0,0.0
6,1278,189.44538569969055,0.0
5,1090,174.97683375150797,0.0
8,1141,165.3922700211472,0.0
5,969,171.7956554807055,0.0
3,894,401.92708857455466,0.0
5,1008,145.82427470380048,0.0
6,979,188.19754103762082,979.0
8,1795,306.5654906218493,0.0
9,1930,223.07957436904104,0.0
5,1176,171.47679834689663,0.0
6,672,158.93158533722357,672.0
7,1417,207.3362942018396,0.0
5,864,138.50013702430306,0.0
5,616,90.1498504673132,495.0
6,680,165.3922700211472,790.0
6,1116,171.7956554807055,0.0
6,864,121.50885039870528,0.0
5,1297,190.06860149163214,0.0
5,1113,113.1604740566614,0.0
7,1490,214.33232150772866,0.0
7,756,225.4786934384707,783.0
7,991,244.46848186704085,956.0
8,1709,310.18918403116373,0.0
6,1010,171.7956554807055,0.0
7,1117,176.56245301772475,886.0
7,1266,155.02626702635254,0.0
9,1992,255.58374602685478,876.0
7,952,207.3362942018396,1276.0
7,1414,188.82169963408663,0.0
6,928,181.61476145345424,785.0
6,713,169.88046730242576,741.0
4,698,199.3618819720111,430.0
6,1096,145.16197478967592,0.0
6,1728,213.42279801184748,0.0
8,1629,254.12764164845146,762.0
5,1437,175.6114748630679,0.0
7,1156,158.93158533722357,530.0
7,856,158.93158533722357,0.0
8,1370,185.69613549229396,0.0
6,1680,184.44253734949083,0.0
7,970,152.4101891008839,739.0
6,483,113.1604740566614,0.0
7,793,96.01711658951064,901.0
6,952,145.82427470380048,1175.0
6,1059,113.1604740566614,0.0
6,1604,200.90102491306396,0.0
6,1244,137.82996217667554,0.0
4,700,108.93359106087124,0.0
7,600,184.44253734949083,623.0
6,1686,224.8794649653566,0.0
8,1638,279.7735624189803,0.0
5,864,113.1604740566614,0.0
7,939,232.9386849891108,858.0
4,0,178.77685985666471,0.0
7,992,290.84069646083,873.0
5,1056,128.36668202088254,0.0
9,1926,285.4613312571031,1174.0
6,506,188.19754103762082,0.0
8,1686,232.0464102252235,0.0
6,802,163.13771519850746,709.0
5,1057,106.80612270606196,0.0
4,777,209.166497946616,1044.0
7,1204,275.7762940006913,806.0
7,1673,219.46973949908383,1523.0
7,880,194.41812988555137,807.0
6,1372,177.19578676417277,0.0
7,1346,170.83867611250568,0.0
8,1053,235.61082471326802,0.0
7,600,178.77685985666471,628.0
5,999,113.1604740566614,0.0
4,622,199.3618819720111,622.0
6,1127,187.57290763305497,0.0
9,1626,251.5018096737779,0.0
8,1158,294.78984070089894,1218.0
5,540,143.17090463175174,551.0
6,794,155.02626702635254,676.0
7,1541,200.59341320766808,0.0
4,1440,0.0,0.0
7,868,171.15780534669526,0.0
8,1494,184.75611947392738,0.0
9,1462,261.968217015994,0.0
5,731,84.94384832373174,523.0
8,1028,245.93754994082394,1242.0
6,816,203.0512973532939,850.0
7,1064,191.9354495022378,703.0
8,1324,206.11409876704636,0.0
6,912,135.8149406561072,546.0
6,1314,171.7956554807055,0.0
6,1575,199.66992792814125,0.0
9,1620,311.30220724386663,0.0
4,1104,127.00194192142787,684.0
6,814,104.66894382493047,0.0
6,1542,190.69134924732774,0.0
8,776,188.19754103762082,677.0
7,815,99.28158425110297,875.0
5,1188,214.02924554988317,0.0
7,1568,193.177703977552,0.0
5,864,0.0,0.0
5,536,137.82996217667554,576.0
7,700,264.280967355924,1121.0
4,686,93.82672419837299,518.0
4,656,96.01711658951064,0.0
6,698,153.71950179144716,698.0
9,1856,289.4273058261156,0.0
8,1582,276.63396591428824,551.0
6,1602,199.66992792814125,0.0
5,630,118.74104314640908,672.0
6,783,156.6561884888722,702.0
5,912,143.17090463175174,0.0
6,1004,165.3922700211472,0.0
6,1181,214.02924554988317,304.0
4,747,97.47106373006777,0.0
4,0,165.3922700211472,0.0
7,831,188.5096795440662,829.0
5,1026,128.36668202088254,665.0
5,864,256.74725926934474,0.0
6,744,113.1604740566614,0.0
7,963,210.38459452515934,829.0
7,764,182.5584672131665,862.0
8,1476,181.92945462110316,0.0
7,1470,299.56896265702846,1818.0
9,1652,291.123185101231,0.0
5,1276,142.50580889681677,0.0
6,856,115.60952900693154,0.0
4,720,0.0,472.0
5,840,191.9354495022378,0.0
7,1157,176.24559097744367,0.0
5,0,156.33051588304883,0.0
7,728,200.59341320766808,883.0
5,264,137.82996217667554,688.0
6,684,96.01711658951064,684.0
3,840,152.08245917872063,765.0
10,2006,307.960377490542,0.0
7,625,199.3618819720111,625.0
8,1624,267.45343788639053,0.0
4,845,145.82427470380048,0.0
5,1389,164.74883350763756,0.0
5,968,184.44253734949083,0.0
4,546,120.81826018539869,546.0
6,848,165.3922700211472,0.0
5,1269,128.36668202088254,0.0
5,1092,121.50885039870528,0.0
7,795,202.74443636219237,795.0
4,952,119.78067996376954,0.0
4,736,0.0,716.0
5,1039,191.9354495022378,0.0
6,1204,162.8150550288428,0.0
6,1029,242.70292012563587,0.0
7,2158,251.20966288002685,0.0
5,985,135.1417499517002,0.0
8,3206,302.37203210517214,0.0
7,861,96.01711658951064,600.0
5,980,185.69613549229396,0.0
7,1095,218.2634389128834,1129.0
6,602,82.69054677656092,602.0
6,697,169.2409734365902,626.0
8,1034,289.99285192465817,1028.0
2,264,0.0,0.0
8,1573,291.123185101231,0.0
8,1932,272.33944793030395,0.0
5,1075,160.22846472083714,0.0
5,882,118.74104314640908,0.0
10,1700,275.7762940006913,0.0
5,636,104.66894382493047,661.0
7,1379,289.4273058261156,1015.0
8,774,245.05635160304007,1194.0
7,1536,200.59341320766808,0.0
3,864,90.1498504673132,0.0
8,3200,204.89023907447597,0.0
7,1434,242.11374487852308,631.0
7,1240,297.8842275941941,1320.0
7,1304,199.97786495725975,0.0
8,1030,301.8118973971882,1060.0
5,864,145.82427470380048,0.0
5,784,199.97786495725975,800.0
6,1040,184.44253734949083,0.0
6,684,199.3618819720111,512.0
5,1052,175.29422010417184,668.0
5,1728,214.02924554988317,0.0
8,1128,214.33232150772866,903.0
6,1196,124.60553169850616,0.0
5,720,145.82427470380048,0.0
5,780,178.77685985666471,840.0
8,2077,371.7622728612269,0.0
9,1869,226.3768519081787,0.0
7,930,168.92101897518359,930.0
2,480,128.36668202088254,0.0
4,0,195.656744145139,0.0
4,816,121.50885039870528,0.0
7,1271,183.81500611877885,0.0
6,936,175.29422010417184,830.0
8,1338,278.63283180269957,1168.0
5,1144,278.63283180269957,0.0
5,612,227.5731266375628,1611.0
6,972,129.7281144578861,605.0
5,970,228.4693863231737,0.0
7,2136,194.7279526379343,0.0
6,1026,171.7956554807055,0.0
5,698,0.0,0.0
7,1533,214.02924554988317,0.0
5,720,239.16290619689397,0.0
7,1391,199.97786495725975,0.0
5,1078,104.66894382493047,0.0
8,1267,181.61476145345424,0.0
6,1442,125.97618522098084,0.0
5,940,0.0,940.0
7,1502,234.42407030252127,0.0
6,1392,177.51225914534552,0.0
4,1768,0.0,0.0
5,1624,155.67870408690527,0.0
6,958,125.97618522098084,0.0
5,894,221.27634575049723,0.0
6,1224,159.58032663769654,0.0
10,1682,292.81679800951844,590.0
8,1256,168.60092565444302,0.0
8,1732,254.4190154498823,0.0
6,728,155.67870408690527,728.0
6,655,202.74443636219237,0.0
5,1008,104.66894382493047,0.0
7,1373,168.60092565444302,0.0
5,747,82.69054677656092,892.0
7,637,118.74104314640908,0.0
5,384,158.93158533722357,640.0
7,980,189.44538569969055,734.0
5,0,123.57527844904635,0.0
3,728,0.0,0.0
6,626,121.50885039870528,591.0
5,990,125.29128667675323,0.0
8,1117,248.28388204760992,1320.0
6,848,165.3922700211472,0.0
6,672,125.6338425801286,672.0
6,1218,243.88028746953512,0.0
6,588,242.70292012563587,748.0
8,1247,206.11409876704636,0.0
6,1330,226.97517010690555,1330.0
8,1600,185.06957967296364,0.0
6,1844,204.89023907447597,0.0
7,1113,247.69777790945585,858.0
6,982,179.09268948682254,793.0
7,1050,213.42279801184748,887.0
4,630,0.0,0.0
7,1494,199.97786495725975,0.0
3,600,0.0,0.0
7,1274,193.177703977552,0.0
6,1156,147.14681671085523,0.0
6,660,199.3618819720111,0.0
7,783,156.6561884888722,702.0
7,793,206.11409876704636,793.0
6,816,0.0,0.0
7,1176,207.64158469324238,0.0
4,941,205.5023778514489,0.0
6,1080,199.3618819720111,0.0
5,768,104.66894382493047,0.0
8,1694,284.8937329347542,0.0
8,1800,269.7552676884352,0.0
5,662,209.166497946616,915.0
6,1040,130.74704834643265,678.0
6,940,214.02924554988317,0.0
5,876,161.52294534014797,0.0
5,1126,185.69613549229396,0.0
8,1136,300.13005702918673,1332.0
6,938,203.0512973532939,0.0
5,1052,121.50885039870528,0.0
6,572,0.0,524.0
6,1141,185.69613549229396,0.0
6,732,185.69613549229396,778.0
8,1004,239.16290619689397,848.0
6,520,0.0,0.0
5,624,194.7279526379343,720.0
7,1947,214.02924554988317,0.0
6,907,145.82427470380048,1051.0
8,1142,288.5785102655216,1540.0
7,1364,185.69613549229396,0.0
7,1237,159.58032663769654,0.0
6,1328,199.3618819720111,0.0
5,978,120.81826018539869,0.0
7,768,186.3222071889094,800.0
6,952,87.18363525951949,0.0
8,1660,190.69134924732774,0.0
9,2216,380.2846611694476,0.0
6,768,75.07477125761156,0.0
7,1340,157.6322787476711,0.0
6,1610,184.44253734949083,0.0
5,1361,221.27634575049723,1259.0
7,1248,171.15780534669526,0.0
6,912,121.50885039870528,0.0
6,943,181.92945462110316,0.0
4,1249,430.0307194396076,0.0
6,1028,82.69054677656092,884.0
5,1144,176.87918483386423,0.0
5,793,119.08781886149933,672.0
6,1516,181.92945462110316,0.0
7,1498,243.58606816699077,0.0
6,804,209.166497946616,1157.0
7,728,171.7956554807055,728.0
7,1032,142.1729947960998,1196.0
9,1896,253.2530594244006,0.0
7,1368,182.5584672131665,0.0
7,873,217.65971512952422,908.0
9,1452,296.19730064027596,1237.0
5,720,129.7281144578861,551.0
7,1845,222.47887099260694,0.0
7,1190,214.33232150772866,900.0
6,794,204.89023907447597,914.0
7,1302,170.519410274896,0.0
8,2524,203.66470066224232,0.0
4,840,138.50013702430306,534.0
7,764,182.5584672131665,862.0
5,735,104.66894382493047,299.0
8,1518,217.65971512952422,0.0
7,1040,104.66894382493047,592.0
7,1649,220.67452094024225,0.0
6,854,169.2409734365902,895.0
7,650,133.79306032722374,650.0
8,1742,210.38459452515934,0.0
5,686,118.74104314640908,564.0
6,816,199.3618819720111,0.0
8,908,192.5568063796144,988.0
6,940,104.66894382493047,403.0
6,992,151.4265137178961,0.0
8,832,206.72540362175948,1103.0
8,1777,201.20852865967217,0.0
7,847,169.88046730242576,1081.0
5,1051,137.82996217667554,0.0
6,855,171.7956554807055,601.0
7,798,168.92101897518359,817.0
8,1868,302.37203210517214,0.0
8,1565,240.63936367499082,0.0
7,814,240.0490308749684,860.0
5,974,0.0,0.0
8,1065,217.05560696423063,898.0
7,1080,244.46848186704085,1017.0
7,1424,190.69134924732774,0.0
5,1120,256.74725926934474,0.0
7,1026,104.66894382493047,687.0
6,689,216.1487205939319,741.0
8,1234,240.93440542582664,1312.0
5,780,0.0,240.0
4,1095,273.77267065882165,679.0
1,683,0.0,0.0
7,673,187.57290763305497,709.0
10,1107,291.123185101231,1518.0
6,1008,91.9924700898288,1032.0
6,806,150.1126660372067,766.0
7,1643,262.2575664804426,0.0
5,1056,127.00194192142787,0.0
5,784,156.33051588304883,272.0
6,1362,191.9354495022378,0.0
6,848,165.3922700211472,0.0
7,1454,199.05372684431,0.0
7,1208,229.66314620313415,0.0
5,796,210.9930361915921,370.0
8,1986,248.28388204760992,0.0
7,1311,330.9105687027325,1093.0
7,1314,229.06644470232496,0.0
7,970,152.4101891008839,739.0
6,672,0.0,546.0
6,1440,0.0,1440.0
5,1200,0.0,0.0
5,912,124.60553169850616,0.0
10,2444,288.8615057613839,1872.0
7,856,205.5023778514489,854.0
8,1181,237.9802327652495,1140.0
7,704,102.52176659717192,704.0
5,1466,199.3618819720111,0.0
6,1383,122.88735228269287,0.0
5,0,162.16929483444702,0.0
5,990,214.02924554988317,0.0
7,918,104.66894382493047,728.0
6,1020,171.7956554807055,1020.0
7,539,206.11409876704636,685.0
8,1683,203.35805204235737,743.0
6,952,214.02924554988317,1020.0
4,672,104.66894382493047,567.0
7,600,184.44253734949083,600.0
5,672,180.66993069459858,672.0
7,840,190.69134924732774,828.0
3,0,158.93158533722357,0.0
5,900,214.02924554988317,0.0
5,1559,283.18937573007247,0.0
4,864,107.51634399867531,0.0
6,923,113.1604740566614,0.0
7,1552,274.63177734543336,0.0
7,756,233.8301761059011,0.0
5,1461,171.7956554807055,0.0
6,483,113.1604740566614,504.0
6,1200,197.20248965133078,0.0
5,768,119.08781886149933,568.0
5,894,137.82996217667554,0.0
5,0,137.82996217667554,0.0
7,1053,199.3618819720111,0.0
5,1063,214.02924554988317,0.0
4,1051,177.82860231247346,0.0
7,1203,257.0379483129208,1306.0
6,1215,124.60553169850616,0.0
8,1165,292.25251100982376,1323.0
7,600,184.44253734949083,600.0
5,1728,209.166497946616,0.0
7,576,184.44253734949083,808.0
8,1396,299.56896265702846,985.0
7,996,177.19578676417277,730.0
7,813,209.77574901155475,843.0
7,1264,277.4910275481075,1414.0
4,864,199.3618819720111,0.0
4,672,102.52176659717192,0.0
5,1164,210.38459452515934,0.0
6,1078,171.7956554807055,0.0
7,1710,206.11409876704636,0.0
5,1219,191.31363118466246,0.0
8,1273,158.93158533722357,0.0
5,927,214.02924554988317,472.0
7,1907,270.0426787372807,0.0
5,1008,0.0,0.0
5,0,0.0,0.0
7,1107,185.69613549229396,983.0
5,1214,178.46090233700318,0.0
5,1763,176.24559097744367,0.0
8,1616,282.05182812215804,0.0
8,1554,229.36483997810933,0.0
7,964,233.8301761059011,1243.0
4,796,0.0,0.0
6,840,128.36668202088254,840.0
6,848,165.3922700211472,0.0
5,1142,199.3618819720111,0.0
6,1602,210.38459452515934,0.0
9,1684,210.38459452515934,0.0
8,2000,304.61019434907183,0.0
7,1616,289.4273058261156,0.0
8,1299,200.28569330291845,573.0
5,1042,99.28158425110297,534.0
7,807,213.7260711189377,807.0
5,876,117.35161637351055,0.0
8,1844,227.27419349423195,0.0
6,1258,199.3618819720111,0.0
8,1260,190.69134924732774,0.0
8,1626,298.44604860148644,0.0
6,855,171.7956554807055,0.0
8,707,159.9044708595513,707.0
7,1504,183.81500611877885,0.0
7,1670,247.9908697256449,0.0
7,1192,196.2753771154991,651.0
6,1069,171.7956554807055,0.0
6,547,198.43708809088474,0.0
5,1572,334.19799640565805,0.0
5,1088,176.87918483386423,561.0
4,882,0.0,0.0
9,1922,243.88028746953512,0.0
5,780,143.17090463175174,0.0
5,533,125.6338425801286,580.0
7,1530,168.60092565444302,0.0
5,833,0.0,0.0
3,649,128.36668202088254,504.0
5,1040,111.75557997194583,0.0
8,1466,349.71376105599717,1362.0
6,1032,121.50885039870528,220.0
5,1246,127.34343983521673,0.0
6,884,82.69054677656092,0.0
5,686,164.10482103141138,686.0
5,832,121.50885039870528,0.0
6,896,139.83826967468625,741.0
7,1358,185.69613549229396,0.0
6,1657,185.69613549229396,0.0
6,816,117.00367373524729,0.0
7,992,155.67870408690527,1038.0
7,764,182.5584672131665,862.0
